ENTIDAD FEDERATIVA,FACULTAD O ESCUELA DE MEDICINA,SUSTENTANTES,SELECCIONADOS,PROMEDIO GENERAL,AGNO
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,54,6,41.81,2007
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,220,69,45.02,2007
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,325,99,42.4,2007
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,63,45,55.5,2007
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,747,383,48.54,2007
NUEVO LEON,UNIVERSIDAD DE MONTERREY,145,58,48.58,2007
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,40,9,42.58,2007
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,1248,244,42.06,2007
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,128,30,42.35,2007
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1344,233,41.02,2007
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,12,1,43.72,2007
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,394,73,42.53,2007
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,9,0,38.28,2007
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,100,56,43.63,2007
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,103,23,43.39,2007
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,129,91,54.06,2007
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,1140,287,41.91,2007
SONORA,UNIVERSIDAD DE SONORA,86,40,48.62,2007
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,332,51,41.45,2007
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,313,43,39,2007
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,248,73,44.3,2007
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,151,18,39.88,2007
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,28,9,41.75,2007
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,89,14,39.48,2007
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,28,3,39.57,2007
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,269,43,41.11,2007
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,305,76,42.88,2007
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,98,17,41.81,2007
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,137,22,42.58,2007
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,286,70,43.03,2007
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,207,32,41.33,2007
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,166,29,43.31,2007
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,233,112,48.36,2007
YUCATAN,UNIVERSIDAD DEL MAYAB,57,13,46.08,2007
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,343,94,43.88,2007
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,181,51,48.7,2006
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,57,5,38.9,2006
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,52,7,39.2,2006
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,178,71,54.35,2006
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,182,59,51.28,2006
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,77,19,49.2,2006
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,106,30,52.73,2006
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,157,58,53.9,2006
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,139,30,45.6,2006
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,204,20,43.75,2006
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,487,131,52.1,2006
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,158,63,54.13,2006
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,209,27,43.2,2006
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,270,37,38.33,2006
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,316,28,38.8,2006
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,968,208,47.48,2006
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,320,41,43.13,2006
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,123,27,47.35,2006
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,254,131,60.7,2006
CIUDAD DE MEXICO,UNAM FM CU,1872,521,48.75,2006
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,445,104,44.8,2006
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,54,33,61.7,2006
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,63,13,50.65,2006
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,309,77,48.35,2006
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,208,78,50.83,2006
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,163,87,59.55,2006
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,55,11,47.15,2006
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,628,123,44.88,2006
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,624,87,45.7,2006
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,932,245,51.8,2006
JALISCO,UNIVERSIDAD DE GUADALAJARA,1192,363,49.9,2006
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,135,41,47,2006
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,22,1,41.5,2006
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,271,107,56.7,2006
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,277,99,55.55,2006
ESTADO DE MEXICO,UNAM FES IZTACALA,1271,236,43.9,2006
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1709,315,44,2006
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,207,59,51.6,2006
NAYARIT,INSTITUTO DE ESTUDIOS TECNOLOGICOS Y SUPERIORES DE MATATIPAC,1,0,42.75,2006
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,309,78,48.05,2006
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,32,19,62.08,2006
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,664,240,52.38,2006
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,56,8,46.78,2006
NUEVO LEON,UNIVERSIDAD DE MONTERREY,121,27,53.1,2006
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,914,179,44.65,2006
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,94,14,44,2006
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1290,210,45.15,2006
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,2,0,45.33,2006
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,3,0,55.1,2006
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,345,58,48,2006
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,83,40,58.35,2006
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,86,17,42.95,2006
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,159,109,62.55,2006
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,1100,241,44.68,2006
SONORA,UNIVERSIDAD DE SONORA,31,3,48.7,2006
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,261,22,37.95,2006
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,139,11,38.4,2006
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,247,77,49.25,2006
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,260,42,39.78,2006
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,21,1,33.95,2006
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,68,8,33.25,2006
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,25,3,39,2006
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,147,14,39.1,2006
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,197,36,42.35,2006
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,304,63,43.13,2006
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,134,25,43.53,2006
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,93,25,46.83,2006
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,282,74,44.7,2006
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,140,21,44.73,2006
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,185,74,52.05,2006
YUCATAN,UNIVERSIDAD DEL MAYAB,49,14,51.45,2006
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,301,64,45.15,2006
ZACATECAS,MEDICOS MEXICANOS QUE ESTUDIARON EN EL EXTRANJERO,32,4,36.1,2006
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN MEXICO,35,12,54.1,2006
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN OTRO PAIS,144,45,50.23,2006
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,148,38,45.73,2005
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,52,3,40.03,2005
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,45,4,40.5,2005
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,175,56,49.15,2005
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,164,41,46.85,2005
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,61,10,44.8,2005
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,110,30,46.63,2005
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,153,44,48.15,2005
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,146,49,45.75,2005
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,165,22,37.35,2005
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,459,152,46.75,2005
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,117,31,49.05,2005
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,185,32,43,2005
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,2,0,36.9,2005
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,308,46,38.15,2005
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,306,23,38.08,2005
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,858,177,43.35,2005
CIUDAD DE MEXICO,UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA,123,116,49.35,2005
CIUDAD DE MEXICO,ESCUELA MEDICO NAVAL SECRETARIA DE MARINA ARMADA DE MEXICO,28,3,43.15,2005
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,307,46,40.5,2005
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,102,17,41.1,2005
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,235,100,54.5,2005
CIUDAD DE MEXICO,UNAM FM CU,1777,503,45.9,2005
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,394,58,41.95,2005
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,48,21,55.58,2005
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,41,6,44.5,2005
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,312,64,44.35,2005
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,213,69,45.45,2005
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,140,61,52.45,2005
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,44,6,41.88,2005
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,557,88,38.15,2005
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,603,98,41.65,2005
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,877,226,46.75,2005
JALISCO,UNIVERSIDAD DE GUADALAJARA,1181,370,46.8,2005
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,140,43,46.65,2005
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,14,2,38.88,2005
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,225,102,53.15,2005
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,299,140,52.3,2005
ESTADO DE MEXICO,UNAM FES IZTACALA,1224,230,41.93,2005
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1710,300,39.93,2005
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,16,2,43.43,2005
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,198,50,45.68,2005
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,327,76,41.55,2005
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,33,24,63.45,2005
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,628,240,49.58,2005
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,35,7,41.05,2005
NUEVO LEON,UNIVERSIDAD DE MONTERREY,94,38,51.9,2005
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,927,132,40.05,2005
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,82,12,41.23,2005
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1280,312,41.1,2005
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,2,0,54.48,2005
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,369,137,48.95,2005
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,64,24,51.9,2005
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,64,19,44.33,2005
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,131,74,55.7,2005
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,1074,196,40.1,2005
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,264,17,36.8,2005
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,130,20,40.13,2005
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,243,58,43.75,2005
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,235,27,37.65,2005
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,29,1,34.2,2005
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,45,5,34,2005
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,23,5,43.8,2005
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,94,10,39.5,2005
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,176,23,38.88,2005
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,337,64,40.75,2005
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,151,23,39.6,2005
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,95,24,40.5,2005
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,288,42,40.4,2005
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,108,17,42.03,2005
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,173,52,46.75,2005
YUCATAN,UNIVERSIDAD DEL MAYAB,36,8,44.05,2005
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,278,45,43.5,2005
NONE,MEDICOS MEXICANOS QUE ESTUDIARON EN EL EXTRANJERO,9,2,47.55,2005
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN MEXICO,40,9,42.93,2005
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN OTRO PAIS,169,31,47.23,2005
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,130,41,47.95,2003
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,183,86,51.75,2003
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,124,53,51.33,2003
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,42,1,41.75,2003
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,32,2,41.9,2003
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,63,15,45.35,2003
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,139,52,47.2,2003
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,95,34,46.45,2003
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,119,27,46.35,2003
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,365,52,43.95,2003
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,135,8,36.1,2003
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,114,65,53.1,2003
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,159,31,44.35,2003
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,1,,34.4,2003
CIUDAD DE MEXICO,ESCUELA MEDICO NAVAL SECRETARIA DE MARINA ARMADA DE MEXICO,9,3,46.5,2003
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,307,37,40.35,2003
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,280,21,40.33,2003
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,535,124,45.1,2003
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,244,46,44.23,2003
CIUDAD DE MEXICO,UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA,153,108,51.85,2003
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,34,7,43.55,2003
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,195,112,54.65,2003
CIUDAD DE MEXICO,UNAM FM CU,1722,569,46.33,2003
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,254,51,43.7,2003
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,37,27,59.1,2003
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,279,50,42.8,2003
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,228,43,41.93,2003
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,114,70,53.78,2003
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,467,37,37.4,2003
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,503,75,42.55,2003
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,727,178,46.05,2003
JALISCO,UNIVERSIDAD DE GUADALAJARA,1264,407,46.58,2003
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,141,43,46.6,2003
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,18,4,46.15,2003
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,228,86,49.8,2003
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,324,84,46.68,2003
ESTADO DE MEXICO,UNAM FES IZTACALA,1159,235,43.4,2003
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1501,201,40.45,2003
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,168,51,47.68,2003
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,332,75,42.58,2003
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,21,15,60.85,2003
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,458,208,50.53,2003
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,23,8,48.1,2003
NUEVO LEON,UNIVERSIDAD DE MONTERREY,65,23,50.2,2003
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,776,122,41.78,2003
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,70,17,42.05,2003
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1601,196,39.55,2003
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,412,64,40.33,2003
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,87,41,50.7,2003
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,37,9,47.45,2003
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,137,96,54.65,2003
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,839,146,41.5,2003
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,301,37,37.8,2003
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,92,5,37.78,2003
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,223,69,45.85,2003
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,174,13,37.5,2003
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,22,,39.5,2003
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,38,,34.1,2003
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,30,1,43.1,2003
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,52,17,43.05,2003
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,36,2,42.75,2003
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,171,28,40.75,2003
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,310,44,40.13,2003
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,154,29,40.33,2003
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,105,27,42.45,2003
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,279,56,42,2003
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,177,78,48.15,2003
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,288,63,44.1,2003
NONE,MEDICOS MEXICANOS QUE ESTUDIARON EN OTRO PAIS,5,2,48.35,2003
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN MEXICO,69,15,44.95,2003
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN OTRO PAIS,195,67,49.75,2003
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,140,30,42.78,2004
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,41,1,36.2,2004
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,39,3,42.55,2004
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,165,48,46.35,2004
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,137,40,47.35,2004
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,55,4,42.1,2004
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,74,25,48.15,2004
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,137,24,43.55,2004
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,113,21,43.7,2004
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,163,3,33.5,2004
