ENTIDAD FEDERATIVA,FACULTAD O ESCUELA DE MEDICINA,SUSTENTANTES,SELECCIONADOS,PROMEDIO GENERAL,AGNO
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,199,22,55.322,2016
ESTADO DE MEXICO,UNAM FES IZTACALA,1425,254,60.242,2016
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,515,104,62.675,2016
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,327,89,64.965,2016
GUANAJUATO,UNIVERSIDAD DE CELAYA,51,9,62.183,2016
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,156,66,68.669,2016
GUANAJUATO,UNIVERSIDAD LATINA DE MEXICO UNIDAD CELAYA,68,17,63.36,2016
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,264,38,58.005,2016
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,635,87,57.085,2016
GUERRERO,UNIVERSIDAD HIPOCRATES,20,0,55.022,2016
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,716,129,61.631,2016
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,1667,360,62.25,2016
JALISCO,UNIVERSIDAD CUAUHTEMOC PLANTEL GUADALAJARA,25,2,57.333,2016
JALISCO,UNIVERSIDAD DE GUADALAJARA,1627,564,64.922,2016
JALISCO,UNIVERSIDAD DE GUADALAJARA CENTRO UNIVERSITARIO DE LA COSTA,99,26,63.416,2016
JALISCO,UNIVERSIDAD DE GUADALAJARA CENTRO UNIVERSITARIO DEL SUR,145,42,64.123,2016
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,61,14,61.909,2016
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,98,34,64.238,2016
JALISCO,UNIVERSIDAD DEL VALLE DE ATEMAJAC,50,8,62,2016
JALISCO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD JALISCO,3,2,71.556,2016
JALISCO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD ZAPOPAN,37,7,60.925,2016
JALISCO,UNIVERSIDAD GUADALAJARA LAMAR,27,3,59.737,2016
JALISCO,UNIVERSIDAD GUADALAJARA LAMAR UNIDAD INGLATERRA,295,73,60.72,2016
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD MORELIA,2048,346,57.954,2016
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,83,19,61.333,2016
MICHOACAN,UNIVERSIDAD VASCO DE QUIROGA CAMPUS SANTA MARIA,47,5,56.61,2016
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,262,64,63.531,2016
MORELOS,UNIVERSIDAD LATINOAMERICANA,104,14,58.15,2016
NAYARIT,INSTITUTO DE ESTUDIOS TECNOLOGICOS Y SUPERIORES DE MATATIPAC,0,0,0,2016
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,401,92,60.409,2016
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,279,110,68.348,2016
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1124,371,64.254,2016
NUEVO LEON,UNIVERSIDAD DE MONTERREY,318,95,65.106,2016
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,121,21,61.131,2016
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,821,155,59.547,2016
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,344,41,57.865,2016
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1379,269,59.394,2016
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,94,14,59.629,2016
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,35,2,50.749,2016
PUEBLA,UNIVERSIDAD LAS AMERICAS PUEBLA,21,2,60.794,2016
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,867,194,61.576,2016
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,194,63,67.509,2016
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,132,20,61.971,2016
QUINTANA ROO,UNIVERSIDAD DE QUINTANA ROO,75,7,58.85,2016
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,218,101,68.371,2016
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,1059,258,59.602,2016
SONORA,UNIVERSIDAD DE SONORA,227,58,64.591,2016
SONORA,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS HERMOSILLO,68,20,63.627,2016
TABASCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA UNIDAD TABASCO,175,32,61.025,2016
TABASCO,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS VILLAHERMOSA,33,5,57.246,2016
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,611,84,55.78,2016
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO DIVISION ACADEMICA,35,8,59.644,2016
TABASCO,UNIVERSIDAD OLMECA,10,1,60.067,2016
TAMAULIPAS,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS,62,7,54.728,2016
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,272,74,61.788,2016
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,349,62,58.034,2016
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,456,55,57.213,2016
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS CIUDAD REYNOSA,49,11,58.508,2016
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS CIUDAD VICTORIA,122,18,56.064,2016
TAMAULIPAS,UNIVERSIDAD LA SALLE CAMPUS CIUDAD VICTORIA,75,17,59.923,2016
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,58,7,55.395,2016
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,37,3,54.763,2016
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,12,4,58.037,2016
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,423,55,56.553,2016
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,256,30,57.907,2016
VERACRUZ,UNIVERSIDAD CRISTOBAL COLON UNIDAD VERACRUZ,123,17,58.045,2016
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,287,49,59.461,2016
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,158,42,62.055,2016
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,327,88,62.845,2016
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,154,35,61.242,2016
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,340,70,60.762,2016
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,287,81,65.269,2016
YUCATAN,UNIVERSIDAD DEL MAYAB,149,35,62.954,2016
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,539,125,62.047,2016
NONE,ESTUDIOS EN EL EXTRANJERO,233,38,58.664,2016
NONE,MEDICOS EXTRANJEROS,1010,176,62.319,2016
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,194,72,65.64,2014
AGUASCALIENTES,UNIVERSIDAD CUAHUTEMOC,15,1,58.518,2014
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,207,30,59.971,2014
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,128,24,61.524,2014
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD ENSENADA,55,18,64.25,2014
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,201,75,65.535,2014
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,192,82,66.103,2014
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,164,28,59.928,2014
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,18,3,57.938,2014
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TAPACHULA,51,8,55.538,2014
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TUXTLA GUTIERREZ,213,27,56.03,2014
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,373,87,62.21,2014
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,366,69,58.83,2014
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,294,120,66.072,2014
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,72,26,66.105,2014
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,156,62,65.143,2014
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,173,46,61.714,2014
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,9,1,54.346,2014
CIUDAD DE MEXICO,ESCUELA MEDICO MILITAR SEDENA,4,0,68.556,2014
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,276,43,57.644,2014
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,726,183,62.125,2014
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,429,55,58.39,2014
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,340,77,60.158,2014
CIUDAD DE MEXICO,UNAM FM CU,1609,603,65.474,2014
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,322,87,61.78,2014
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,195,21,58.345,2014
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,302,104,66.6,2014
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,41,30,73.062,2014
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,131,24,59.291,2014
DURANGO,UNIVERSIDAD AUTONOMA ESPA GN A DE DURANGO,5,2,59.555,2014
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,305,63,59.282,2014
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,181,51,60.619,2014
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,156,23,58.003,2014
ESTADO DE MEXICO,UNAM FES IZTACALA,1079,253,61.482,2014
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,361,101,64.93,2014
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,203,67,65.038,2014
GUANAJUATO,UNIVERSIDAD DE CELAYA,27,4,63.737,2014
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,158,78,67.723,2014
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,136,25,59.546,2014
GUANAJUATO,UNIVERSIDAD LATINA DE MEXICO UNIDAD CELAYA,14,3,64.333,2014
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,483,99,58.315,2014
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,523,124,61.987,2014
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,1324,315,61.762,2014
JALISCO,UNIVERSIDAD DE GUADALAJARA,1613,570,63.805,2014
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,164,45,62.534,2014
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,88,29,63.104,2014
JALISCO,UNIVERSIDAD DE GUADALAJARA CENTRO UNIVERSITARIO DE LA COSTA,1,0,56.222,2014
JALISCO,UNIVERSIDAD DEL VALLE DE ATEMAJAC,2,0,54.777,2014
JALISCO,UNIVERSIDAD GUADALAJARA LAMAR,63,8,59.217,2014
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD MORELIA,1757,367,58.738,2014
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,69,20,63.163,2014
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,158,49,63.856,2014
MORELOS,UNIVERSIDAD LATINOAMERICANA,99,13,59.351,2014
NAYARIT,INSTITUTO DE ESTUDIOS TECNOLOGICOS Y SUPERIORES DE MATATIPAC,1,0,62.889,2014
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,341,100,62.17,2014
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,255,133,69.365,2014
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,925,360,64.87,2014
NUEVO LEON,UNIVERSIDAD DE MONTERREY,256,89,65.62,2014
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,88,20,61.098,2014
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,628,147,59.248,2014
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,247,56,58.874,2014
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1147,232,59.625,2014
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,65,16,61.456,2014
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,17,2,56.314,2014
PUEBLA,UNIVERSIDAD LAS AMERICAS PUEBLA,12,4,63.833,2014
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,633,150,62.014,2014
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,118,52,68.384,2014
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,131,22,61.752,2014
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,179,102,69.379,2014
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,918,273,60.593,2014
SONORA,UNIVERSIDAD DE SONORA,166,57,64.025,2014
SONORA,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS HERMOSILLO,4,0,61.667,2014
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,480,67,56.736,2014
TABASCO,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS VILLAHERMOSA,3,1,61.926,2014
TAMAULIPAS,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS,30,7,58.081,2014
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,208,61,61.361,2014
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,178,39,58.856,2014
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,362,58,58.018,2014
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,32,3,54.84,2014
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,104,27,58.382,2014
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,37,15,61.97,2014
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS CIUDAD VICTORIA,1,0,48.888,2014
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,251,51,58.623,2014
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,165,23,59.251,2014
VERACRUZ,UNIVERSIDAD CRISTOBAL COLON UNIDAD VERACRUZ,69,7,57.723,2014
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,217,46,59.992,2014
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,90,28,63.197,2014
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,200,39,61.703,2014
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,95,24,61.493,2014
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,245,63,61.693,2014
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,229,88,65.402,2014
YUCATAN,UNIVERSIDAD DEL MAYAB,144,41,63.988,2014
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,395,117,61.808,2014
NONE,ESTUDIOS EN EL EXTRANJERO,165,24,60.143,2014
NONE,MEDICOS EXTRANJEROS,607,174,65.33,2014
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,171,92,57.603,2011
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,160,30,50.783,2011
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,75,20,52.071,2011
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,178,92,56.66,2011
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,169,82,56.273,2011
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,138,28,52.347,2011
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,153,16,49.59,2011
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TAPACHULA,14,0,47.282,2011
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TUXTLA GUTIERREZ,43,1,46.742,2011
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,375,95,53.377,2011
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,292,56,50.633,2011
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,165,75,57.348,2011
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,89,42,56.667,2011
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,133,46,54.316,2011
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,165,60,53.129,2011
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,15,2,48.39,2011
CIUDAD DE MEXICO,ESCUELA MEDICO MILITAR SEDENA,3,0,53.475,2011
CIUDAD DE MEXICO,ESCUELA MEDICO NAVAL SECRETARIA DE MARINA ARMADA DE MEXICO,11,5,55.35,2011
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,270,32,48.572,2011
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,711,176,52.578,2011
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,352,32,48.39,2011
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,333,71,52.432,2011
CIUDAD DE MEXICO,UNAM FM CU,1411,566,55.96,2011
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,286,59,52.161,2011
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,197,23,49.939,2011
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,219,131,59.131,2011
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,40,31,63.298,2011
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,139,33,52.25,2011
CIUDAD DE MEXICO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,260,60,50.802,2011
CIUDAD DE MEXICO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,166,51,51.964,2011
CIUDAD DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,111,7,47.949,2011
CIUDAD DE MEXICO,UNAM FES IZTACALA,1118,241,51.695,2011
CIUDAD DE MEXICO,UNIVERSIDAD ANAHUAC,280,104,55.806,2011
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,188,62,55.095,2011
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,117,53,57.717,2011
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,102,18,51.668,2011
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,501,78,49.071,2011
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,537,122,52.709,2011
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,994,209,52.947,2011
JALISCO,UNIVERSIDAD DE GUADALAJARA,1385,516,54.843,2011
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,138,43,54.89,2011
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,70,19,52.83,2011
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD MORELIA,1677,276,49.689,2011
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,69,22,53.201,2011
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,176,47,53.411,2011
MORELOS,UNIVERSIDAD LATINOAMERICANA,90,15,50.57,2011
NAYARIT,INSTITUTO DE ESTUDIOS TECNOLOGICOS Y SUPERIORES DE MATATIPAC,1,0,39.15,2011
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,302,62,51.027,2011
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,131,80,60.312,2011
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,713,307,56.092,2011
NUEVO LEON,UNIVERSIDAD DE MONTERREY,156,64,55.917,2011
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,72,18,51.609,2011
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,944,153,49.941,2011
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,241,35,50.022,2011
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1137,226,50.747,2011
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,56,10,52.373,2011
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,10,0,48.488,2011
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,521,123,52.398,2011
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,65,39,60.843,2011
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,128,38,54.411,2011
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,139,91,60.522,2011
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,999,180,49.367,2011
SONORA,UNIVERSIDAD DE SONORA,130,56,55.466,2011
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,420,48,47.861,2011
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,185,48,51.757,2011
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,207,31,48.485,2011
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,277,44,49.005,2011
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,43,0,46.983,2011
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,92,12,49.341,2011
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,31,8,51.576,2011
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,311,42,50.069,2011
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,190,41,51.55,2011
VERACRUZ,UNIVERSIDAD CRISTOBAL COLON UNIDAD VERACRUZ,11,1,49.602,2011
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,193,30,49.258,2011
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,92,22,52.034,2011
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,229,68,52.288,2011
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,67,9,50.618,2011
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,229,57,51.83,2011
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,185,93,58.056,2011
YUCATAN,UNIVERSIDAD DEL MAYAB,96,29,53.927,2011
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,339,87,53.677,2011
NONE,ESTUDIOS EN EL EXTRANJERO,34,8,53.974,2011
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,138,72,64.704,2012
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,173,33,58.361,2012
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,95,21,58.624,2012
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,178,91,65.238,2012
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,169,87,64.567,2012
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,180,35,59.194,2012
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,19,2,54.655,2012
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TAPACHULA,53,9,55.606,2012
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TUXTLA GUTIERREZ,157,15,54.352,2012
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,381,104,60.601,2012
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,342,71,57.46,2012
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,323,185,67.033,2012
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,86,41,65.633,2012
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,150,44,60.615,2012
